영화 이름,개봉년도,관람객 평점,평론가 평점,네티즌 평점,평가한 네티즌 수
카오스,2001,nan,nan,6.08,12
아미지몽,2001,nan,nan,8.92,12
매일 그대와,2001,nan,nan,10,1
아버지와 아들,2001,nan,nan,8,6
쥬바쿠,2001,nan,nan,6.75,16
헤라 퍼플,2001,nan,nan,4.46,92
황혼에서 새벽까지 3,2001,nan,nan,4.74,42
미키는 내 친구,2001,nan,nan,10,2
아메리칸 스윗하트,2001,nan,nan,6.24,70
후르츠 바스켓,2001,nan,nan,9,12
리틀 청,2001,nan,nan,8.46,13
스트레이트 스토리,2001,nan,nan,9.03,269
폴락,2001,nan,nan,7.81,59
쿠스코? 쿠스코!,2001,nan,nan,9.25,201
메멘토,2001,9.05,nan,8.81,4942
길로틴 트래지디,2001,nan,nan,7.33,9
스몰빌,2001,nan,nan,9.16,122
팬시 댄스,2001,nan,nan,7.93,15
시리즈 7,2001,nan,nan,7.12,25
나도 아내가 있었으면 좋겠다,2001,nan,nan,8.04,182
더 오피스 1,2001,nan,nan,9.33,9
하트브레이커스,2001,nan,nan,8.44,371
드리븐,2001,nan,nan,7.94,176
갓 앤 몬스터,2001,nan,nan,7.71,28
캣츠 앤 독스,2001,nan,nan,7.83,184
우리 집,2001,nan,nan,6.25,4
빅 베어,2001,nan,nan,7.77,13
하루,2001,nan,nan,6.89,76
프린스 앤 프린세스,2001,nan,nan,9.27,340
닥터 두리틀 2,2001,nan,nan,6.3,23
테일러 오브 파나마,2001,nan,nan,6.04,25
UC - 언더커버,2001,nan,nan,7,1
코렐리의 만돌린,2001,nan,nan,7.31,58
컷,2001,nan,nan,3.8,5
아드레날린 드라이브,2001,nan,nan,7.08,25
두사부일체,2001,nan,nan,7.49,1240
네 자매 이야기,2001,nan,nan,7,1
조폭 마누라,2001,nan,nan,6.43,643
세라크루,2001,nan,nan,6,2
화산고,2001,nan,nan,7.08,856
흑수선,2001,nan,nan,5.97,157
우먼 오브 나이트,2001,nan,nan,6.83,12
3000 마일,2001,nan,nan,7.68,62
웨이 오브 더 건,2001,nan,nan,6.76,42
혹성 탈출,2001,nan,nan,7.15,473
아들의 방,2001,nan,nan,8.1,111
프라핏 게임,2001,nan,nan,5.5,2
비독,2001,nan,nan,7.37,126
브랜단 앤 트루디,2001,nan,nan,8.3,47
엽기적인 그녀,2001,9.14,nan,9.31,4321
탑 블레이드,2001,nan,nan,6.61,18
베사메무쵸,2001,nan,nan,7.22,36
첫사랑,2001,nan,nan,7.81,21
드라큐라 2000,2001,nan,nan,6.81,59
블레어 윗치 2 - 어둠의 경전,2001,nan,nan,4.38,55
어둠 속의 댄서,2001,8.91,nan,8.41,601
씨커,2001,nan,nan,3.77,22
천국의 아이들,2001,9.7,nan,9.29,1203
올빼미의 성,2001,nan,nan,6.72,36
명성황후,2001,nan,nan,7.28,43
엑시덴탈 스파이,2001,nan,nan,7.73,84
로펌,2001,nan,nan,7.83,6
너 어느 별에서 왔니?,2001,nan,nan,7.45,49
오리지널 씬,2001,nan,nan,8.17,262
넥스트 베스트 씽,2001,nan,nan,6.15,13
유성어,2001,nan,nan,9.66,44
분노의 질주,2001,nan,nan,8.28,574
화려한 시절,2001,nan,nan,8.75,20
신투차세대,2001,nan,nan,6.4,15
여고시절,2001,nan,nan,9.5,10
찾아라! 맛있는 TV,2001,nan,nan,8,2
쁘띠 마르땅,2001,nan,nan,9,8
곰돌이 푸 - 6가지 소중한 마음,2001,nan,nan,10,4
뉴 블러드,2001,nan,nan,10,2
와이키키 브라더스,2001,9.5,nan,9.13,918
딱좋아!,2001,nan,nan,10,1
히든 어젠더,2001,nan,nan,4.67,6
마태복음,2001,nan,nan,7.71,24
아멜리에,2001,8.33,7.63,8.82,1711
휴머니스트,2001,nan,nan,5.93,45
에너미 앳 더 게이트,2001,nan,nan,9.03,2085
브리짓 존스의 일기,2001,8.38,nan,8.67,1053
고,2001,nan,nan,8.68,846
캐논 인버스,2001,nan,nan,8.91,139
고양이를 부탁해,2001,9.32,nan,8.8,755
루키,2002,nan,nan,8.99,539
어디 갔다 왔니?,2002,nan,nan,5.5,2
스페릭스,2002,nan,nan,9.5,4
워크 투 리멤버,2002,9.67,5,8.76,1757
피도 눈물도 없이,2002,nan,nan,7.85,375
이것은 서태지가 아니다,2002,nan,nan,8.92,26
목요일 3교시,2002,nan,nan,0,0
하이 크라임,2002,nan,nan,6.86,91
잘난 걸 어떡해,2002,nan,nan,10,1
라이벌,2002,nan,nan,8.55,11
롤러볼,2002,nan,nan,3.03,29
지금은 연애중,2002,nan,nan,8.91,11
짜라파파,2002,nan,nan,10,2
그대를 알고부터,2002,nan,nan,8.33,3
동물원 사람들,2002,nan,nan,9.5,4
촉산전,2002,nan,nan,6.27,183
동첩,2002,nan,nan,0,0
새는 폐곡선을 그린다,2002,nan,nan,7.38,16
비포 나잇 폴스,2002,nan,nan,8.58,57
천재소년 지미뉴트론 시즌1,2002,nan,nan,0,0
굳세어라 금순아,2002,nan,nan,6.6,99
그 남자는 거기 없었다,2002,nan,nan,8.42,281
언제나 두근두근,2002,nan,nan,0,0
로드 무비,2002,nan,nan,8.72,427
너 없는 나,2002,nan,nan,0,0
해리 포터와 비밀의 방,2002,nan,7,8.9,1654
낙타들,2002,nan,nan,6.23,30
스파이더맨,2002,nan,nan,8.92,1665
그들만의 월드컵,2002,nan,nan,7.49,171
해피 데이,2002,nan,nan,5.33,3
하트의 전쟁,2002,nan,nan,7.8,163
중독,2002,nan,nan,8.02,302
이소룡을 찾아랏!,2002,nan,nan,7.42,24
몬스터 볼,2002,nan,nan,7.92,190
마제스틱,2002,nan,nan,8.35,201
2424,2002,nan,nan,3.21,230
미스터 빈 - 애니메이션 시리즈,2002,nan,nan,8.89,9
싸울아비,2002,nan,nan,3.32,84
리빙 하바나,2002,nan,nan,8.89,35
2009 로스트 메모리즈,2002,nan,nan,8.05,1044
가문의 영광,2002,nan,nan,6.84,607
타투,2002,nan,nan,8,7
뒤통수 조심해라,2002,nan,nan,10,3
아이언 팜,2002,nan,nan,3.6,63
턴 잇 업,2002,nan,nan,6.43,37
걸파이트,2002,nan,nan,8,24
뷰티풀 마인드,2002,nan,nan,9.25,3601
싸인,2002,nan,nan,7.44,864
우렁 각시,2002,nan,nan,7,6
ABC 아프리카,2002,nan,nan,7,5
하드 캐쉬,2002,nan,nan,5.54,13
유리 구두,2002,nan,nan,8.11,18
디 아이,2002,nan,nan,6.89,236
뚫어야 산다,2002,nan,nan,2.94,273
제이슨 X,2002,nan,nan,5.51,192
미스터 디즈,2002,nan,nan,6.94,189
올림포스 가디언,2002,nan,nan,9.46,13
챔피언,2002,nan,nan,8.06,261
패밀리,2002,nan,nan,4.47,95
디 오더,2002,nan,nan,4.45,20
헤드윅,2002,9.46,nan,9.19,2233
라스트 캐슬,2002,nan,nan,8.08,443
배드 컴퍼니,2002,nan,nan,6.64,85
피너츠 송,2002,nan,nan,6.23,156
냉장고,2002,nan,nan,9,3
서울,2002,nan,3.67,6.04,51
제국의 아침,2002,nan,nan,7.25,20
하치 이야기,2002,nan,nan,9.09,542
그 남자가 나를 안았다,2002,nan,nan,0,0
세렌디피티,2002,nan,nan,8.03,1237
후 아 유,2002,nan,nan,8.74,1018
쇼타임,2002,nan,nan,5.85,46
커먼 웰스,2002,nan,nan,7.97,63
새집이라고 했는데 이 얼룩은 뭐죠,2002,nan,nan,5.5,2
엄마의 노래,2002,nan,nan,7,1
레드 드래곤,2002,nan,nan,8.5,713
턱시도,2002,nan,nan,7.71,334
출동! 원더펫 시즌1,2002,nan,nan,0,0
시험은 끝났다,2002,nan,nan,10,1
파워퍼프 걸 영화,2002,nan,nan,8.92,40
포제션,2002,nan,nan,7.87,46
선샤인,2002,nan,nan,9,2
인어 아가씨,2002,nan,nan,8.1,29
여우와 솜사탕,2002,nan,nan,7.18,11
마법의 성,2002,nan,nan,4.26,297
레퀴엠,2002,nan,nan,8.84,1155
프롬 헬,2002,nan,nan,7.51,240
기동전사 건담 시드,2002,nan,nan,6.88,40
파이,2002,nan,nan,7.34,105
바운스,2002,nan,nan,7.76,58
호타루,2002,nan,nan,6.98,52
트랩트,2002,nan,nan,7.29,205
더블 비전,2002,nan,nan,7,22
도형일기,2002,nan,nan,6.67,3
취화선,2002,nan,nan,8.73,409
성냥팔이 소녀의 재림,2002,nan,nan,4.2,1853
K-19 위도우메이커,2002,nan,nan,8.99,604
아이 엠 샘,2002,nan,nan,9.33,3141
서프라이즈,2002,nan,nan,7.73,181
이 투 마마,2002,nan,nan,7.79,134
모스맨,2002,nan,nan,6.99,89
언페이스풀,2002,nan,nan,8.51,604
패닉 룸,2002,nan,nan,7.58,1223
플루토 내쉬,2002,nan,nan,4.97,36
광복절 특사,2002,nan,nan,7.96,788
잔 다라,2002,nan,nan,6.97,102
요리킹 조리킹,2002,nan,nan,6.57,7
위 워 솔저스,2002,nan,nan,8.3,545
이너프,2002,nan,nan,7.81,309
악마 같은 여자,2002,nan,nan,7.56,123
명랑 소녀 성공기,2002,nan,nan,9.32,66
집행,2002,nan,nan,9,1
모든 천사는 수위를 꿈꾼다,2002,nan,nan,0,0
타임 머신,2002,nan,nan,7.57,834
하이 힐 크라임,2002,nan,nan,7,5
디스터번스,2002,nan,nan,6.54,54
아프리카,2002,nan,nan,5.45,117
별을 쏘다,2002,nan,nan,8.46,37
디-톡스,2002,nan,nan,6.03,68
YMCA 야구단,2002,nan,nan,7.13,302
아이언 레이디,2002,nan,nan,8,6
로망스,2002,nan,nan,8.57,30
에브리바디 페이머스,2002,nan,nan,7.93,14
트릭 - TV 시리즈 2,2002,nan,nan,9.65,26
아이스 에이지,2002,nan,nan,8.58,427
13 고스트,2002,nan,nan,7.09,583
웨이트 오브 워터,2002,nan,nan,6.79,33
써클,2002,nan,nan,6.31,13
돈 세이 워드,2002,nan,nan,7.62,156
듀스 와일드,2002,nan,nan,6.33,15
선물,2002,nan,nan,8,1
하얀 방,2002,nan,nan,4.71,68
공공의 적,2002,nan,nan,9.2,2257
"버스, 정류장",2002,nan,nan,8.73,499
죽어도 좋아!,2002,nan,nan,6.83,113
라이터를 켜라,2002,nan,nan,7.74,827
일장춘몽,2002,nan,nan,0,0
생로병사의 비밀,2002,nan,nan,8.5,2
방라잔,2002,nan,nan,6.5,8
바람이 우리를 데려다 주리라,2002,9.25,nan,8.2,25
다큐멘터리 한대수,2002,nan,nan,10,3
하늘에서 내리는 일억개의 별,2002,nan,nan,8.38,74
레츠 고,2002,nan,nan,8.2,5
색즉시공,2002,nan,nan,7.32,906
어페어 오브 더 넥클리스,2002,nan,nan,7.12,24
피어닷컴,2002,nan,nan,5.58,97
임포스터,2002,nan,nan,7.65,567
소울 서바이버,2002,nan,nan,5.39,18
결혼은 미친 짓이다,2002,nan,nan,8.59,675
빅 트러블,2002,nan,nan,7.1,21
스틸,2002,nan,nan,7.53,215
"해적, 디스코 왕 되다",2002,nan,nan,5.62,190
알리,2002,nan,nan,7.38,88
배틀로얄,2002,nan,nan,7.35,1705
스물넷,2002,nan,nan,5.83,52
디 아더스,2002,9,6.8,8.5,1697
썸 오브 올 피어스,2002,nan,nan,8.06,387
필름 메이커,2002,nan,nan,0,0
마이너리티 리포트,2002,nan,nan,9.24,2643
연애소설,2002,nan,nan,8.99,1379
오션스 일레븐,2002,nan,nan,7.99,985
학교괴담,2002,nan,nan,9.04,26
도니 다코,2002,nan,nan,7.33,523
몽중인,2002,nan,nan,6.53,17
피아니스트의 전설,2002,9.24,5.5,9.25,3153
머더 바이 넘버,2002,nan,nan,6.04,48
4발가락,2002,nan,nan,5.02,169
공각기동대 S.A.C. 1,2002,nan,nan,9.17,58
무언의 목격자 시즌6,2002,nan,nan,0,0
휘파람 공주,2002,nan,nan,4.37,86
사자성어,2002,nan,nan,1.89,62
브루저,2002,nan,nan,7.3,10
40 데이즈 40 나이트,2002,nan,nan,7.04,161
라이브 라인,2002,nan,nan,10,1
드래곤플라이,2002,nan,nan,6.63,41
라이딩 위드 보이즈,2002,nan,nan,9.01,149
익스트림 OPS,2002,nan,nan,7.27,135
장희빈,2002,nan,nan,7.44,16
자반 고등어,2002,nan,nan,8.33,3
51번째 주,2002,nan,nan,6.84,57
서브웨이 키즈 2002,2002,nan,nan,9,1
쓰리,2002,nan,nan,7.14,105
베일 속의 키스,2002,nan,nan,0,0
파워레인저 와일드 포스,2002,nan,nan,7,4
여고 동창생,2002,nan,nan,0,0
반지의 제왕: 두 개의 탑,2002,9.8,nan,9.35,2884
비밀,2002,10,nan,8.29,1505
제이 앤 사일런트 밥,2002,nan,nan,6.77,48
피터 팬 2 - 리턴 투 네버랜드,2002,nan,nan,9.07,68
꿈 속의 여인,2002,nan,nan,8.56,9
단팥죽,2002,nan,nan,0,0
폰,2002,nan,nan,7.08,380
결혼합시다,2002,nan,nan,0,0
에너미 라인스,2002,nan,nan,8.3,510
스노우 독스,2002,nan,nan,8.37,19
네 멋대로 해라,2002,nan,nan,9.69,905
"철없는 아내와 파란만장한 남편, 그리고 태권소녀",2002,nan,nan,6.2,169
몽정기,2002,nan,nan,6.42,429
오버 더 레인보우,2002,nan,nan,8.97,393
아스테릭스 2 - 미션 클레오파트라,2002,nan,nan,6.25,72
소림축구,2002,nan,nan,8.91,1484
작별,2002,nan,nan,8.45,11
더 원,2002,nan,nan,7.07,251
겨울 연가,2002,nan,nan,8.54,72
맨 인 블랙 2,2002,nan,nan,7.72,578
어사 박문수,2002,nan,nan,9.83,6
둘 하나 섹스,2002,nan,nan,2.32,19
그 여자 사람잡네,2002,nan,nan,8.33,3
세션 나인,2002,nan,nan,6.44,131
공각기동대,2002,8,nan,8.71,607
어머! 물고기가 됐어요,2002,nan,nan,9.35,43
우주에서 온 엽기 삼총사,2002,nan,nan,0,0
와일드 클럽,2002,nan,nan,7.29,7
걸스 온 탑,2002,nan,nan,6.38,89
긴급조치 19호,2002,nan,nan,4.63,5660
어바웃 어 보이,2002,nan,nan,8.78,1148
엑스 대 세버,2002,nan,nan,3.56,64
천재 소년 지미 뉴트론,2002,nan,nan,8.37,52
가화만사성,2002,nan,nan,0,0
콜래트럴 데미지,2002,nan,nan,6.95,122
피아니스트,2002,8.21,8.75,7.97,419
꽃보다 남자 2,2002,nan,nan,8,5
마고,2002,nan,nan,3.8,75
프릭스,2002,nan,nan,7.09,402
위대한 비상,2002,nan,nan,8.79,24
비밀 투표,2002,nan,nan,8.29,7
프렌즈,2002,nan,nan,8.87,47
뮤턴트 에일리언,2002,nan,nan,7.67,6
쉬핑 뉴스,2002,nan,nan,8.07,57
정글 쥬스,2002,nan,nan,6.34,215
유아독존,2002,nan,nan,4.42,77
이브의 아름다운 키스,2002,nan,nan,8.22,59
디지몬 테이머즈 : 폭주 디지몬 특급,2002,nan,nan,10,5
스피릿,2002,nan,nan,9.23,457
H,2002,nan,nan,6.67,230
재밌는 영화,2002,nan,nan,6.7,676
스콜피온 킹,2002,nan,nan,7.53,314
순수의 시대,2002,nan,nan,8.67,30
일단 뛰어,2002,nan,nan,6.74,187
해안선,2002,nan,nan,6.83,780
체인징 레인스,2002,nan,nan,7.22,74
고스트 쉽,2002,nan,nan,7.29,471
어느날 그녀에게 생긴 일,2002,nan,nan,7.58,130
몬테 크리스토 백작,2002,nan,nan,8.5,435
신기한 동굴 여행,2002,nan,nan,8,9
커비하우스,2002,nan,nan,6.75,4
레인 오브 파이어,2002,nan,nan,7.33,560
위험한 유혹,2002,nan,nan,5.9,41
막상막하,2002,nan,nan,8.79,14
범죄의 요소,2002,nan,nan,7.36,14
집으로...,2002,10,nan,9.38,2791
복수는 나의 것,2002,8.67,nan,8.38,1957
007 어나더 데이,2002,nan,nan,5.78,464
스토커,2002,nan,nan,7.91,222
나쁜 남자,2002,nan,nan,3.3,3271
프레일티,2002,nan,nan,7.39,155
뽀삐,2002,nan,nan,9.31,13
품행 제로,2002,nan,nan,8.39,922
아귀레 신의 분노,2002,nan,nan,8.3,64
알 수 있다,2002,nan,nan,0,0
스타워즈 에피소드 2 - 클론의 습격,2002,nan,nan,7.78,665
엔조이 유어 썸머,2002,nan,nan,0,0
초겨울 점심,2002,nan,nan,0,0
오아시스,2002,8,nan,9.17,1448
피아노 치는 대통령,2002,nan,nan,5.74,256
마리 이야기,2002,10,nan,8.17,167
모탈 트랜스퍼,2002,nan,nan,7.68,19
리틀 뱀파이어,2002,nan,nan,8.72,54
고쿠센,2002,nan,nan,8.9,105
슈팅 라이크 베컴,2002,nan,nan,8.01,176
이누야샤,2002,nan,nan,9.57,7
오렌지,2002,nan,nan,6.14,7
스파이 게임,2002,nan,nan,8.88,1347
스위트 알라바마,2002,nan,nan,6.28,111
흐르는 강물처럼,2002,nan,nan,10,2
오스틴 파워: 골드 멤버,2002,nan,nan,7.47,146
채채퐁 김치퐁,2002,nan,nan,0,0
현정아 사랑해,2002,nan,nan,9.14,7
킴 파서블,2002,nan,nan,9.68,19
캔디 케인,2002,nan,nan,7.6,300
휴먼 네이쳐,2002,nan,nan,8.11,114
트리플 엑스,2002,nan,nan,8.02,388
바람이 분다,2002,nan,nan,8,1
복수의 엘레지,2002,nan,nan,0,0
글래스 하우스,2002,nan,nan,7.04,101
밀애,2002,nan,6.25,6.69,143
보스 상륙 작전,2002,nan,nan,5.4,217
아 유 레디?,2002,nan,nan,3.5,171
텐 미니츠 - 트럼펫,2002,nan,nan,8.41,22
CSI - 마이애미,2002,nan,nan,9.21,80
도둑맞곤 못살아,2002,nan,nan,4.38,214
로드 투 퍼디션,2002,nan,nan,8.3,593
울랄라 씨스터즈,2002,nan,nan,5.72,138
기쿠지로의 여름,2002,8.94,nan,8.92,1510
하트 인 아틀란티스,2002,nan,nan,8.57,47
스쿠비 두,2002,nan,nan,7.23,71
본 아이덴티티,2002,nan,nan,8.75,2704
크로스로드,2002,nan,nan,7.97,96
믿거나 말거나 - 3차 TV 시리즈,2002,nan,nan,6,1
스튜어트 리틀 2,2002,nan,nan,7.83,95
화성의 유령들,2002,nan,nan,6.12,163
윈드토커,2002,nan,nan,7.39,442
워터보이즈,2002,nan,nan,8.68,622
줄리엣을 위하여,2002,nan,nan,6,2
그리스도 최후의 유혹,2002,nan,nan,7.28,125
로얄 테넌바움,2002,nan,nan,8.04,344
타운 앤 컨트리,2002,nan,nan,2.8,10
센과 치히로의 행방불명,2002,9.58,nan,9.39,13577
고스포드 파크,2002,nan,nan,7.26,120
정,2002,nan,nan,8,5
미워도 다시 한번 2002,2002,nan,nan,5.59,17
퀸 오브 뱀파이어,2002,nan,nan,6.06,107
존 큐,2002,nan,nan,8.93,820
오스본 패밀리,2002,nan,nan,10,2
둘의 밤,2002,nan,nan,6.5,2
슬랙커즈,2002,nan,nan,6.89,36
레지던트 이블,2002,nan,nan,8.68,1274
디오스,2002,nan,nan,7.87,31
판타스틱 소녀 백서,2002,nan,nan,8.27,361
블레이드 2,2002,nan,nan,8.73,498
화장실 어디에요?,2002,nan,nan,4.69,42
똑바로 살아라,2002,nan,nan,9.32,88
아이리스,2002,nan,nan,8.12,42
칸다하르,2002,nan,nan,8.55,20
본즈,2002,nan,nan,6.11,9
레슨,2002,nan,nan,0,0
좋은 사람 있으면 소개시켜줘,2002,nan,nan,6.59,110
인썸니아,2002,nan,nan,8.05,702
텍사스 레인저,2002,nan,nan,6.18,11
좋은 걸 어떡해,2002,nan,nan,6.29,17
최종병기 그녀,2002,nan,nan,8.17,29
밀리언 달러 호텔,2002,nan,nan,6.34,164
밴디츠,2002,nan,nan,7.44,134
묻지마 패밀리,2002,nan,nan,7.99,254
미션 바라바,2002,nan,nan,7.55,22
건블라스트 보드카,2002,nan,nan,7.5,2
블랙 호크 다운,2002,nan,nan,9.11,2530
남자 태어나다,2002,nan,nan,7.79,42
야인시대,2002,nan,nan,8.28,193
뮤즈,2002,nan,nan,7.22,23
대박 가족,2002,nan,nan,3.33,6
엑스페리먼트,2002,nan,nan,7.93,991
히치콕의 어떤 하루,2002,nan,nan,5,1
릴로 & 스티치,2002,nan,nan,8.97,159
예스터데이,2002,nan,nan,3.5,103
케이티,2002,nan,nan,6.23,84
서브웨이 키즈,2002,nan,nan,4,3
버추얼 웨폰,2002,nan,nan,7.43,135
다이아몬드를 쏴라,2002,nan,nan,8.46,61
까삐꾸씨 까삐깜,2002,nan,nan,8.75,24
오남매,2002,nan,nan,7,1
내겐 너무 가벼운 그녀,2002,nan,nan,8.78,1087
빵과 장미,2002,8.83,nan,8.87,113
얼론,2002,nan,nan,4.25,4
마르티나,2002,nan,nan,6.74,47
러빙 유,2002,nan,nan,6,1
거침없는 사랑,2002,nan,nan,0,0
생활의 발견,2002,nan,nan,7.65,427
상하이 나이츠,2003,nan,nan,8.42,220
주온 - 극장판 2,2003,nan,nan,6.59,261
아내,2003,nan,nan,7.38,8
메이,2003,nan,nan,7.71,252
아타나주아,2003,nan,nan,7.68,19
젠틀맨 리그,2003,nan,nan,7.33,659
드럼라인,2003,nan,nan,8.59,576
붉은 돼지,2003,nan,nan,8.68,1012
향기로운 정원,2003,nan,nan,0,0
하늘색 고향,2003,nan,nan,8,1
마지막 수업,2003,nan,nan,9.04,48
형사,2003,nan,nan,4.83,6
노란 손수건,2003,nan,nan,7.62,8
토끼 울타리,2003,nan,nan,8.24,41
데이비드 게일,2003,nan,nan,8.77,2786
음양사,2003,nan,nan,7.18,197
언세드,2003,nan,nan,6.74,23
살인의 추억,2003,9.65,nan,9.41,6896
앞집 여자,2003,nan,nan,9.5,2
낭만자객,2003,nan,nan,4.32,848
디아블로,2003,nan,nan,6.47,92
코로나도,2003,nan,nan,4.77,118
프렌치 아메리칸,2003,nan,nan,5.45,55
미카엘,2003,nan,nan,5.5,2
성녀와 마녀,2003,nan,nan,0,0
태양의 남쪽,2003,nan,nan,10,1
에버우드,2003,nan,nan,7.44,9
8 마일,2003,9,nan,8.83,2229
네메시스,2003,nan,nan,5.51,47
야수의 최후,2003,nan,nan,8.56,9
바텔,2003,nan,nan,6.87,23
고양이의 보은,2003,nan,nan,8.63,1593
네스트,2003,nan,nan,7.2,132
뱀파이어,2003,nan,nan,7.5,6
요조숙녀,2003,nan,nan,7.73,15
청풍명월,2003,nan,nan,6.52,186
마들렌,2003,nan,nan,7.35,351
목격자,2003,nan,nan,6.02,45
씨비스킷,2003,nan,nan,9.04,247
아이덴티티,2003,nan,nan,9.07,6136
굿바이 레닌,2003,nan,nan,8.92,463
스파이 키드 2 - 잃어버린 꿈들의 섬,2003,nan,nan,8.02,85
히 러브스 미,2003,nan,nan,8.37,252
데어데블,2003,nan,nan,7.05,505
올드보이,2003,10,8.5,9.04,6917
내 인생의 콩깍지,2003,nan,nan,8.93,30
섹시 보이즈,2003,nan,nan,7.38,8
지구를 지켜라!,2003,nan,nan,8.85,6004
문라이트 마일,2003,nan,nan,7.6,25
오! 브라더스,2003,nan,nan,8.21,554
매트릭스 2 - 리로디드,2003,nan,nan,8.85,1262
나쁜 녀석들 2,2003,nan,nan,8.19,391
아리랑,2003,nan,nan,7.12,8
게르트루드,2003,nan,nan,6.57,7
카우보이 비밥 - 천국의 문,2003,nan,nan,9,399
백만송이 장미,2003,nan,nan,6.33,3
아이 스파이,2003,nan,nan,7.78,77
질투는 나의 힘,2003,nan,nan,7.9,184
지퍼스 크리퍼스 2,2003,nan,nan,6.87,335
메트로폴리스,2003,nan,nan,8.11,121
신과 함께 가라,2003,nan,nan,9.08,267
당신 곁으로,2003,nan,nan,10,1
모토 카레,2003,nan,nan,9.75,12
사토라레,2003,nan,nan,7.91,590
악의 꽃,2003,nan,nan,8,11
빅 팻 라이어,2003,nan,nan,7.12,83
좋든 싫든: 헤드윅 이야기,2003,nan,nan,9.69,16
호미사이드,2003,nan,nan,6.58,107
첫사랑 사수 궐기대회,2003,nan,nan,5.59,719
싸이퍼,2003,nan,nan,7.2,353
다모,2003,nan,nan,9.13,170
싱글즈,2003,nan,nan,8.13,531
싸이버 게이,2003,nan,nan,10,1
백조의 호수,2003,nan,nan,5.5,2
위대한 유산,2003,nan,nan,7.8,698
밀레니엄 맘보,2003,7.71,nan,7.68,41
데드 라이크 미,2003,nan,nan,7.09,33
부정한 여인,2003,nan,nan,9,1
펀치 드렁크 러브,2003,9.09,nan,7.72,556
대한민국 헌법 제1조,2003,nan,nan,7.15,284
디지몬 프론티어 7기: 고대 디지몬 부활!!,2003,nan,nan,9.4,5
첫사랑,2003,nan,nan,9.2,5
암사슴,2003,nan,nan,8.25,4
러브 인 맨하탄,2003,nan,nan,6.54,107
써클,2003,nan,nan,5.16,82
카니발,2003,nan,nan,8.87,23
잭애스,2003,nan,nan,7.45,344
레퀴엠,2003,nan,nan,6.27,11
무인시대,2003,nan,nan,9.31,45
강철의 연금술사 - 시리즈,2003,nan,nan,9.45,92
어둠의 저주,2003,nan,nan,6.01,88
록키와 불윙클,2003,nan,nan,5.5,12
진주 목걸이,2003,nan,nan,9.67,6
매트릭스 3 - 레볼루션,2003,nan,nan,8.64,1685
냉정과 열정 사이,2003,8.92,7,8.36,2244
투게더,2003,nan,nan,9.24,319
금색의 갓슈벨!!,2003,nan,nan,10,5
여섯 개의 시선,2003,nan,nan,8.01,154
매치스틱 맨,2003,nan,nan,8.49,979
25시,2003,nan,nan,8.07,301
쇼쇼쇼,2003,nan,nan,4.16,69
화성으로 간 사나이,2003,nan,nan,6.58,140
반올림,2003,nan,nan,9.24,45
